candidate_id,evidence_quality_tier,domain_family,pfam_architecture,protein_name,organism_name,query_appearance_count,total_appearance_count,best_rank,mean_rank,compatible_appearances,mismatch_or_unsupported_appearances,query_fraction
A0ABR0T5C0,D_named_predicted,bacterial_classI,bacterial_classI,Quiannulatene synthase,Cladobotryum mycophilum,17,17,8,54.88235294117647,17,0,0.07083333333333333
A0A3D8S667,D_named_predicted,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Aspergillus mulundensis,17,17,9,30.235294117647058,14,3,0.07083333333333333
A0A4U0NR36,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces piniterrae,17,17,9,42.35294117647059,16,1,0.07083333333333333
A0A7H0IQQ1,D_named_predicted,bacterial_classI,bacterial_classI,Sesquiterpene cyclase,Streptomyces roseirectus,17,17,9,42.35294117647059,17,0,0.07083333333333333
A0ABV6HH05,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Olivibacter oleidegradans,17,17,9,46.94117647058823,15,2,0.07083333333333333
A0AA39ZJ55,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cercophora samala,17,17,10,58.470588235294116,14,3,0.07083333333333333
D5SL66,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces clavuligerus,17,17,11,39.705882352941174,16,1,0.07083333333333333
A0A7R9LCI2,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Medioppia subpectinata,17,17,15,50.1764705882353,11,6,0.07083333333333333
A0A9X7JV68,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptosporangium nondiastaticum,17,17,16,58.35294117647059,17,0,0.07083333333333333
A0ABW5FQM8,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Amycolatopsis pigmentata,17,17,16,52.1764705882353,17,0,0.07083333333333333
A0ABW7TBG2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces abikoensis,17,17,16,59.1764705882353,17,0,0.07083333333333333
A0ABP7AWY5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Lentzea roselyniae,17,17,21,68.17647058823529,16,1,0.07083333333333333
A0A401WF49,C_homology_named,triterpene_cyclase,osc_full,Squalene-hopene cyclase,Streptomyces paromomycinus (Streptomyces rimosus subsp. paromomycinus),17,17,22,60.705882352941174,3,14,0.07083333333333333
A0A1T4SMQ4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga eiseniae,16,16,1,56.3125,16,0,0.06666666666666667
A0A4R5BGK6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Actinomadura rubrisoli,16,16,1,34.4375,16,0,0.06666666666666667
A0A2A2D5Q5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces albireticuli,16,16,2,52.75,13,3,0.06666666666666667
A0ABV8LT31,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase family protein,Hamadaea flava,16,16,3,41.625,12,4,0.06666666666666667
A0A2A2DEK8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces albireticuli,16,16,4,46.9375,16,0,0.06666666666666667
A0A7X0LSB5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces candidus,16,16,4,50.125,16,0,0.06666666666666667
A0A8J7WKQ0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Actinocrinis puniceicyclus,16,16,5,32.125,16,0,0.06666666666666667
A0ABQ5NSK7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces yaizuensis,16,16,5,42.3125,14,2,0.06666666666666667
A0A169PRN9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces laurentii,16,16,6,28.75,16,0,0.06666666666666667
A0A173M1U8,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,"Syn-pimara-7,15-diene synthase",Calohypnum plumiforme,16,16,6,51.125,10,6,0.06666666666666667
A0A2T0T6H6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Umezawaea tangerina,16,16,7,37.1875,14,2,0.06666666666666667
A0AAE3KSE5,D_named_predicted,bacterial_classI,bacterial_classI,Germacradienol/geosmin synthase,Limnofasciculus baicalensis BBK-W-15,16,16,7,51.5,14,2,0.06666666666666667
A0A5N6J1E6,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Aspergillus minisclerotigenes,16,16,8,44.0625,14,2,0.06666666666666667
A0ABP6I7B7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptosporangium fragile,16,16,8,30.3125,16,0,0.06666666666666667
A0ABW8R627,C_homology_named,bacterial_classI,bacterial_classI,Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase),Pseudomonas pergaminensis,16,16,8,33.0,16,0,0.06666666666666667
A0A3A4B2K4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Bailinhaonella thermotolerans,16,16,9,58.8125,11,5,0.06666666666666667
A0AAD6YZG3,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Mycena albidolilacea,16,16,9,41.0,13,3,0.06666666666666667
A0A7H8NGJ2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces buecherae,16,16,11,58.0,16,0,0.06666666666666667
A0AAE0H751,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Chaetomium fimeti,16,16,11,70.4375,14,2,0.06666666666666667
A0A4V2UTQ9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Anseongella ginsenosidimutans,16,16,12,51.3125,15,1,0.06666666666666667
A0A6A6WPQ7,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Melanomma pulvis-pyrius CBS 109.77,16,16,12,50.625,15,1,0.06666666666666667
A0ABU8AYW0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase family protein,Streptomyces bottropensis,16,16,12,45.125,13,3,0.06666666666666667
A0A841BJC9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Allocatelliglobosispora scoriae,16,16,13,48.5625,16,0,0.06666666666666667
A0A146FH52,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi),16,16,17,50.75,13,3,0.06666666666666667
A0A4R5A5J5,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Actinomadura rubrisoli,16,16,18,52.125,14,2,0.06666666666666667
A0ABP5Y6Y7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces thermolineatus,16,16,20,50.0,13,3,0.06666666666666667
A0ABR4HRX9,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Aspergillus cavernicola,16,16,20,64.3125,15,1,0.06666666666666667
A0A7W7CEP1,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Crossiella cryophila,16,16,25,54.625,16,0,0.06666666666666667
A0A2R4TC73,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces lunaelactis,15,15,1,44.53333333333333,13,2,0.0625
A0A5B2VII5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga agrisoli,15,15,1,34.8,15,0,0.0625
A0ABT7Z3V6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces ficellus,15,15,1,49.46666666666667,15,0,0.0625
A0AAW5AI30,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pseudomonas proteolytica,15,15,2,41.4,15,0,0.0625
A0ABR0SRL8,D_named_predicted,bacterial_classI,bacterial_classI,Bifunctional sesterterpene synthase astC,Cladobotryum mycophilum,15,15,2,44.0,15,0,0.0625
A0A1C0U771,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Photorhabdus australis subsp. thailandensis,15,15,3,53.06666666666667,15,0,0.0625
A0A1J0VXZ7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nocardia mangyaensis,15,15,3,43.6,15,0,0.0625
A0A5P2X9M5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces spectabilis,15,15,3,43.8,15,0,0.0625
A0ABY1BVD8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Myxococcus fulvus,15,15,3,44.666666666666664,12,3,0.0625
A0A5N6AC40,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces mimosae,15,15,4,36.666666666666664,14,1,0.0625
A0AAC8TD70,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase family protein,Archangium gephyra,15,15,4,43.06666666666667,14,1,0.0625
A0ABT3IWE9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga nivalis,15,15,4,54.06666666666667,13,2,0.0625
A0A918UV67,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces poonensis,15,15,5,43.0,15,0,0.0625
A0ABM7FG19,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces graminofaciens,15,15,5,40.06666666666667,15,0,0.0625
A0ABS5IWC6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga hostae,15,15,5,43.733333333333334,15,0,0.0625
A0A3N4QNC9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga lutea,15,15,7,36.266666666666666,15,0,0.0625
M5FSC0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Dacryopinax primogenitus (Brown rot fungus),15,15,8,48.266666666666666,15,0,0.0625
A0A365XVJ7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga flava,15,15,9,48.266666666666666,13,2,0.0625
A0A4R5A1H8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Actinomadura rubrisoli,15,15,9,49.666666666666664,13,2,0.0625
A0A1H7KKN7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Olivibacter domesticus (Pseudosphingobacterium domesticum),15,15,10,52.8,12,3,0.0625
A0A2A2PFX6,C_homology_named,bacterial_classI,bacterial_classI,Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase),Pseudomonas moraviensis,15,15,11,32.333333333333336,11,4,0.0625
A0A7D4A4H9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Actinomadura verrucosospora,15,15,11,47.333333333333336,11,4,0.0625
A0A232M6I7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Elaphomyces granulatus,15,15,12,54.6,13,2,0.0625
A0ABV7P5S8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amycolatopsis speibonae,15,15,13,46.13333333333333,14,1,0.0625
A0A919ASU9,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces mashuensis,15,15,14,55.4,15,0,0.0625
A0A9Y2MS42,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amycolatopsis carbonis,15,15,15,63.4,15,0,0.0625
A0ABX4Y0D4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pseudomonas gingeri NCPPB 3146 = LMG 5327,15,15,15,43.8,13,2,0.0625
A0A1H1G2S1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pseudomonas grimontii,15,15,17,42.06666666666667,15,0,0.0625
A0A1H9X235,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Lentzea albida,15,15,20,59.8,13,2,0.0625
A0A5N5W887,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces mobaraensis (Streptoverticillium mobaraense),15,15,26,64.06666666666666,13,2,0.0625
A0A7R9L816,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Medioppia subpectinata,15,15,28,57.0,15,0,0.0625
A0ABN1PCV6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nonomuraea longicatena,14,14,1,59.0,13,1,0.058333333333333334
A0A1V2IJ20,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Pseudofrankia asymbiotica,14,14,2,40.857142857142854,14,0,0.058333333333333334
A0A7W8B6X5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces spectabilis,14,14,2,50.0,14,0,0.058333333333333334
A0A8H6XHJ9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Mycena sanguinolenta,14,14,2,55.5,14,0,0.058333333333333334
A0A327W497,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga dinghuensis,14,14,3,45.07142857142857,14,0,0.058333333333333334
A0A370ICJ8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nocardia pseudobrasiliensis,14,14,3,44.285714285714285,13,1,0.058333333333333334
A0AAW0DSA5,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Paramarasmius palmivorus,14,14,3,47.714285714285715,14,0,0.058333333333333334
A0AAW0CB98,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Paramarasmius palmivorus,14,14,4,35.642857142857146,14,0,0.058333333333333334
A0ABW7UVH8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces pathocidini,14,14,4,43.285714285714285,11,3,0.058333333333333334
A0A1H5RG01,D_named_predicted,bacterial_classI,bacterial_classI,"Terpene synthase family, metal binding domain",Amycolatopsis pretoriensis,14,14,5,37.642857142857146,12,2,0.058333333333333334
A0A2A9FJV1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amycolatopsis sulphurea,14,14,5,49.642857142857146,14,0,0.058333333333333334
A0ABN0ZCN4,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces stramineus,14,14,6,47.214285714285715,12,2,0.058333333333333334
A0A1V0TJQ5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces gilvosporeus,14,14,8,51.42857142857143,14,0,0.058333333333333334
A0A840QHD7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Saccharopolyspora phatthalungensis,14,14,8,39.857142857142854,14,0,0.058333333333333334
A0A1I2CZ21,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Nannocystis exedens,14,14,9,59.0,12,2,0.058333333333333334
A0A2I1CN59,D_named_predicted,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Aspergillus novofumigatus (strain IBT 16806),14,14,9,32.285714285714285,13,1,0.058333333333333334
E2Q1P2,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase C domain-containing protein,Streptomyces clavuligerus,14,14,9,42.07142857142857,12,2,0.058333333333333334
A0A023WZP4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Rubrobacter radiotolerans (Arthrobacter radiotolerans),14,14,11,40.357142857142854,13,1,0.058333333333333334
A0A177HRP6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces jeddahensis,14,14,11,43.42857142857143,14,0,0.058333333333333334
A0ABN4PGK7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces ambofaciens,14,14,12,64.57142857142857,12,2,0.058333333333333334
A0AA41U2S2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Yinghuangia soli,14,14,13,62.714285714285715,12,2,0.058333333333333334
A0A0P6YAS9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Herpetosiphon geysericola,14,14,14,35.785714285714285,12,2,0.058333333333333334
A0ABT4TG24,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nocardiopsis suaedae,14,14,14,49.714285714285715,12,2,0.058333333333333334
A0AA40AJ01,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Apiosordaria backusii,14,14,15,38.214285714285715,11,3,0.058333333333333334
A0A2N9BKY0,B_experimental_or_transcript_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces chartreusis NRRL 3882,14,14,16,64.71428571428571,13,1,0.058333333333333334
A0A0P7B5K9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Neonectria ditissima,14,14,17,71.71428571428571,14,0,0.058333333333333334
A0A918BJ93,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces ruber,14,14,17,64.14285714285714,13,1,0.058333333333333334
A0ABT3IS71,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga nivalis,14,14,20,45.285714285714285,14,0,0.058333333333333334
A0A017SW31,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2),14,14,22,67.35714285714286,12,2,0.058333333333333334
A0A0C9W4U2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Sphaerobolus stellatus (strain SS14),14,14,23,54.142857142857146,13,1,0.058333333333333334
A0A1E5P3V4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces agglomeratus,14,14,23,49.642857142857146,13,1,0.058333333333333334
A0ABR0T402,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cladobotryum mycophilum,14,14,23,54.285714285714285,12,2,0.058333333333333334
A0A918UG19,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces poonensis,14,14,24,60.357142857142854,14,0,0.058333333333333334
A0AAD6Y734,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Mycena pura,14,14,29,55.642857142857146,14,0,0.058333333333333334
A0ABN0V1L9,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces polychromogenes,14,14,43,73.28571428571429,14,0,0.058333333333333334
A0A177DSW6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Alternaria alternata (Alternaria rot fungus) (Torula alternata),13,13,1,59.38461538461539,9,4,0.05416666666666667
A0A1T4TV44,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Chitinophaga eiseniae,13,13,1,41.0,10,3,0.05416666666666667
A0A5S4H0E0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nonomuraea zeae,13,13,1,49.38461538461539,13,0,0.05416666666666667
A0A9Q5D9H3,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga solisilvae,13,13,1,33.84615384615385,11,2,0.05416666666666667
A0A9W6I3C1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptosporangium carneum,13,13,1,22.0,13,0,0.05416666666666667
A0ABS9XP10,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces spinosisporus,13,13,1,45.92307692307692,12,1,0.05416666666666667
A0ABW0AEN8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces amakusaensis,13,13,1,22.615384615384617,12,1,0.05416666666666667
A0A0C9YJ48,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pisolithus microcarpus 441,13,13,2,36.69230769230769,11,2,0.05416666666666667
A0A1M7KFT5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chryseobacterium polytrichastri,13,13,2,36.69230769230769,11,2,0.05416666666666667
A0AA39QRU6,D_named_predicted,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Cladonia borealis,13,13,2,44.15384615384615,12,1,0.05416666666666667
A0AAC8TE10,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase family protein,Archangium gephyra,13,13,2,54.84615384615385,8,5,0.05416666666666667
A0A6A6SUK0,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Lophiostoma macrostomum CBS 122681,13,13,4,51.23076923076923,11,2,0.05416666666666667
A0A164LP61,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nocardia terpenica,13,13,5,39.92307692307692,12,1,0.05416666666666667
