Entry,rhea_id,protein_seen,reaction_seen,protein_cluster,reaction_cluster,protein_fold,reaction_fold
MARTS_SEQ_dd90ecfe4b3e8711,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_dd90ecfe4b3e8711,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_dd90ecfe4b3e8711,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_2a50acac2e6ae3ed,MARTS_RXN_264d20fcc642e814,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_addb1ed3efe03d41,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_93611899e87b52f1,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_93611899e87b52f1,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_786bbafcd418394c,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_786bbafcd418394c,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_786bbafcd418394c,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_b188361a318fd07f,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_b188361a318fd07f,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_0bc621c08854694f,0,4
MARTS_SEQ_b188361a318fd07f,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_b188361a318fd07f,MARTS_RXN_c6418049ba960ea2,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_c6418049ba960ea2,0,3
MARTS_SEQ_b188361a318fd07f,MARTS_RXN_8d064654eda71035,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_8d064654eda71035,0,4
MARTS_SEQ_7fedf792076d7cd6,MARTS_RXN_264d20fcc642e814,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_7fedf792076d7cd6,MARTS_RXN_96ac57c793266e5e,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_96ac57c793266e5e,0,0
MARTS_SEQ_c2a958b603dfa992,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_c2a958b603dfa992,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_8f1c446e7b269711,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_ba0ba30c7269a816,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_ba0ba30c7269a816,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_da88d75fc22d4fd8,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_da88d75fc22d4fd8,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_5ce5290ee86290f9,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_a4e96415200ab234,2,0
MARTS_SEQ_5ce5290ee86290f9,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,2,2
MARTS_SEQ_5ce5290ee86290f9,MARTS_RXN_54ce947e1616af93,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_54ce947e1616af93,2,4
MARTS_SEQ_7eb8d0b8e098a8e0,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_a4e96415200ab234,2,0
MARTS_SEQ_7eb8d0b8e098a8e0,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,2,2
MARTS_SEQ_7eb8d0b8e098a8e0,MARTS_RXN_54ce947e1616af93,True,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_54ce947e1616af93,2,4
MARTS_SEQ_807d9068b7b2fd2d,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_807d9068b7b2fd2d,MARTS_RXN_8d064654eda71035,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_8d064654eda71035,3,4
MARTS_SEQ_b0090d033dfcd790,MARTS_RXN_dd89a5b3606fb5ca,False,False,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,3,1
MARTS_SEQ_21f0b3df06efb635,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,3,1
MARTS_SEQ_21f0b3df06efb635,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_0bc621c08854694f,3,4
MARTS_SEQ_21f0b3df06efb635,MARTS_RXN_1242a365f538e79b,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_1242a365f538e79b,3,1
MARTS_SEQ_21f0b3df06efb635,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,3,2
MARTS_SEQ_9bc8bfb752775351,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_24fe054c0068babe,MARTS_RXN_dd89a5b3606fb5ca,False,False,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,3,1
MARTS_SEQ_003ee9790512bf2e,MARTS_RXN_030ced04f7a341d7,False,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_e69052f70aa6f57e,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,3,1
MARTS_SEQ_f0d90d5c417a0aef,MARTS_RXN_dd89a5b3606fb5ca,False,False,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,3,1
MARTS_SEQ_2622adb6f0d7d9a9,MARTS_RXN_030ced04f7a341d7,False,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_c1ae780ae04f7a0a,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_c1ae780ae04f7a0a,MARTS_RXN_8d064654eda71035,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_8d064654eda71035,3,4
MARTS_SEQ_82ca6fc8dc72655e,MARTS_RXN_445d3ade582cd4d9,False,True,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_12ea767952411492,3,1
MARTS_SEQ_448d92b9c4a413a0,MARTS_RXN_8d064654eda71035,False,True,MARTS_SEQ_448d92b9c4a413a0,C10_GPP_like::MARTS_RXN_8d064654eda71035,2,4
MARTS_SEQ_a08cc2075ba66b9c,MARTS_RXN_a330ce4c40995688,False,False,MARTS_SEQ_a08cc2075ba66b9c,C20_GGPP_like::MARTS_RXN_a330ce4c40995688,4,2
MARTS_SEQ_a08cc2075ba66b9c,MARTS_RXN_2e59d1c7b929f7af,False,False,MARTS_SEQ_a08cc2075ba66b9c,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af,4,1
MARTS_SEQ_297f8034ffceb317,MARTS_RXN_9fe6bcba74a21a54,True,True,MARTS_SEQ_7717baa18fcfaa33,C10_GPP_like::MARTS_RXN_9fe6bcba74a21a54,1,3
MARTS_SEQ_6a293f1f9b167d61,MARTS_RXN_bbce0c9a00867f6f,False,True,MARTS_SEQ_471981ed448d64a9,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,1,2
MARTS_SEQ_7242bfe0d8eb0ef0,MARTS_RXN_68d7c7a6b97fc6da,True,False,MARTS_SEQ_4ba9d32d7dd18d3e,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,1,0
MARTS_SEQ_a36320c97a57735e,MARTS_RXN_12ea767952411492,True,False,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_12ea767952411492,3,1
MARTS_SEQ_2d57a2ec95ed6466,MARTS_RXN_2f18d5d70489a2db,True,True,MARTS_SEQ_d15c5b1ca99b3147,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,4,0
MARTS_SEQ_694b80d35a28f4df,MARTS_RXN_2f18d5d70489a2db,True,True,MARTS_SEQ_d15c5b1ca99b3147,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,4,0
MARTS_SEQ_a4bb7f5d759ff468,MARTS_RXN_1d163920da857104,True,True,MARTS_SEQ_a4bb7f5d759ff468,C15_FPP_like::MARTS_RXN_1d163920da857104,4,3
MARTS_SEQ_a4bb7f5d759ff468,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_a4bb7f5d759ff468,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,4,2
MARTS_SEQ_a4bb7f5d759ff468,MARTS_RXN_012d56c064db981a,True,False,MARTS_SEQ_a4bb7f5d759ff468,C15_FPP_like::MARTS_RXN_012d56c064db981a,4,0
MARTS_SEQ_186bb66edac3494c,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_186bb66edac3494c,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,3,2
MARTS_SEQ_186bb66edac3494c,MARTS_RXN_324ed07f2f6e2223,True,False,MARTS_SEQ_186bb66edac3494c,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,3,0
MARTS_SEQ_3ced033302f0a9aa,MARTS_RXN_445d3ade582cd4d9,True,True,MARTS_SEQ_57a04f35c84309e6,C15_FPP_like::MARTS_RXN_12ea767952411492,4,1
MARTS_SEQ_01b77c4fab3c4887,MARTS_RXN_6d4b93a57332c8e7,True,True,MARTS_SEQ_dd0dd1dab30e9d0e,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,1,1
MARTS_SEQ_ff71ec8a8fb0568c,MARTS_RXN_6d4b93a57332c8e7,True,True,MARTS_SEQ_dd0dd1dab30e9d0e,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,1,1
MARTS_SEQ_71160b9728744033,MARTS_RXN_02d5c740a9bcdd93,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_02d5c740a9bcdd93,1,2
MARTS_SEQ_71160b9728744033,MARTS_RXN_4ca33e7ceaa5eb2d,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_02d5c740a9bcdd93,1,2
MARTS_SEQ_71160b9728744033,MARTS_RXN_6c228262ac8f23c7,True,False,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_6c228262ac8f23c7,1,1
MARTS_SEQ_71160b9728744033,MARTS_RXN_534c9b024fd41f1d,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,1,0
MARTS_SEQ_2229d528ce1a9c2e,MARTS_RXN_c9bd9d79a4994f2b,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_b672a21429b69177,MARTS_RXN_c1dd43a147d429c7,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_541a89382a5fdafa,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_5d5ed29924a8e757,MARTS_RXN_c9bd9d79a4994f2b,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_334aa8166f06785d,MARTS_RXN_9bfd169ae97ddf61,False,False,MARTS_SEQ_b8673c6f20256412,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39,4,1
MARTS_SEQ_60554ef19d255213,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_e57e33ea41e699fd,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_82311b1d192da6ef,C10_GPP_like::MARTS_RXN_a4e96415200ab234,2,0
MARTS_SEQ_23ba441c5bfe9c9c,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_82311b1d192da6ef,C10_GPP_like::MARTS_RXN_a4e96415200ab234,2,0
MARTS_SEQ_eb071be6f602cae5,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_eb071be6f602cae5,MARTS_RXN_b6b1bb9e464ef7af,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,1,3
MARTS_SEQ_af8c0372198642b9,MARTS_RXN_b6b1bb9e464ef7af,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,1,3
MARTS_SEQ_af8c0372198642b9,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_af8c0372198642b9,MARTS_RXN_54f9295f8233f1ff,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,1,0
MARTS_SEQ_af1158a2293e2b6d,MARTS_RXN_54f9295f8233f1ff,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,1,0
MARTS_SEQ_7188d4744bd40234,MARTS_RXN_c9bd9d79a4994f2b,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_d8a3b3a770c6b63f,MARTS_RXN_68d7c7a6b97fc6da,False,False,MARTS_SEQ_799484fc466deb45,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,0,0
MARTS_SEQ_9eef5f02d1d382f2,MARTS_RXN_2f18d5d70489a2db,True,True,MARTS_SEQ_d15c5b1ca99b3147,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,4,0
MARTS_SEQ_34a38f3d663ced16,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_ac10e597dee3e716,MARTS_RXN_264d20fcc642e814,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_6e05bf6c4b9f01af,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_7b9011395eaa2a91,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_0bc621c08854694f,0,4
MARTS_SEQ_7b9011395eaa2a91,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_42cc4eaa78b13f03,MARTS_RXN_37bf66f566f8481d,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_60c484850b3bea18,MARTS_RXN_c1dd43a147d429c7,True,True,MARTS_SEQ_513da9fa981dd343,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,3,4
MARTS_SEQ_f7987e8ae91d3ed1,MARTS_RXN_3bed24cf1ac1aa2f,True,False,MARTS_SEQ_f7987e8ae91d3ed1,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f,0,2
MARTS_SEQ_96fa75b0164222eb,MARTS_RXN_95048e61f00d66c0,True,False,MARTS_SEQ_f7987e8ae91d3ed1,C25_GFPP_like::MARTS_RXN_95048e61f00d66c0,0,2
MARTS_SEQ_1bf7681d8b1050e2,MARTS_RXN_1242a365f538e79b,True,True,MARTS_SEQ_7717baa18fcfaa33,C10_GPP_like::MARTS_RXN_1242a365f538e79b,1,1
MARTS_SEQ_1bf7681d8b1050e2,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7717baa18fcfaa33,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,1,3
MARTS_SEQ_352cfc69a1e83d0d,MARTS_RXN_6cb70f33ff8f2598,True,True,MARTS_SEQ_f7987e8ae91d3ed1,C25_GFPP_like::MARTS_RXN_6cb70f33ff8f2598,0,0
MARTS_SEQ_4bb0c6efdd290c2a,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_406b12e8743e93e3,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_406b12e8743e93e3,MARTS_RXN_53b95bb128cc8604,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_53ffb77406d0104f,MARTS_RXN_20a7753479f93509,True,True,MARTS_SEQ_29e6ce381eb50a2f,C15_FPP_like::MARTS_RXN_20a7753479f93509,0,0
MARTS_SEQ_a916fd0902098369,MARTS_RXN_c1dd43a147d429c7,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_15e6ac4787773ae5,MARTS_RXN_410c0512e374e696,True,True,MARTS_SEQ_15e6ac4787773ae5,C15_FPP_like::MARTS_RXN_410c0512e374e696,3,2
MARTS_SEQ_febfcd3710a3cf62,MARTS_RXN_68d7c7a6b97fc6da,True,False,MARTS_SEQ_4ba9d32d7dd18d3e,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,1,0
MARTS_SEQ_301c1f6efb5424bb,MARTS_RXN_37bf66f566f8481d,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_3cc7a70130d87293,MARTS_RXN_91d7d339e1488bd0,True,True,MARTS_SEQ_3cc7a70130d87293,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,4,0
MARTS_SEQ_5d4907d7fae06cc7,MARTS_RXN_2f18d5d70489a2db,False,True,MARTS_SEQ_d15c5b1ca99b3147,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,4,0
MARTS_SEQ_694247c6cfffbdc1,MARTS_RXN_12ea767952411492,False,False,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_12ea767952411492,3,1
MARTS_SEQ_d71a127d721c2a3b,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_01a2a3c85bc8db15,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_6e295400015ecc95,MARTS_RXN_2cbcde3fbcd9119c,True,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c,3,3
MARTS_SEQ_9695dfb6936fb0d5,MARTS_RXN_8e685e0c0b697e5d,True,False,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,1,3
MARTS_SEQ_9ee8a42048f05b70,MARTS_RXN_c9bd9d79a4994f2b,False,True,MARTS_SEQ_39f47c3757e84d6c,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_b03b5942354ce274,MARTS_RXN_48d77adfec360440,True,True,MARTS_SEQ_2dc140c28c9cc71a,C15_FPP_like::MARTS_RXN_48d77adfec360440,3,4
MARTS_SEQ_ce7622ca4c169190,MARTS_RXN_a9dae59672a6db7a,False,True,MARTS_SEQ_2dc140c28c9cc71a,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,3,2
MARTS_SEQ_bcbf621879faf660,MARTS_RXN_0924823aff1cb84d,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0924823aff1cb84d,1,3
MARTS_SEQ_15ad3c26611dc4a9,MARTS_RXN_954e6f7526561bdc,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_954e6f7526561bdc,1,3
MARTS_SEQ_8ebed2676f129107,MARTS_RXN_10ad51343f41913b,True,True,MARTS_SEQ_a4429d3eb269abfd,C10_GPP_like::MARTS_RXN_10ad51343f41913b,4,0
MARTS_SEQ_b5ef5778c29212f0,MARTS_RXN_10ad51343f41913b,True,True,MARTS_SEQ_a4429d3eb269abfd,C10_GPP_like::MARTS_RXN_10ad51343f41913b,4,0
MARTS_SEQ_513da9fa981dd343,MARTS_RXN_d51ef41d620fa90e,True,True,MARTS_SEQ_513da9fa981dd343,C15_FPP_like::MARTS_RXN_d51ef41d620fa90e,3,0
MARTS_SEQ_293978b151851f36,MARTS_RXN_4559795251910cf6,True,False,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,1,3
MARTS_SEQ_293978b151851f36,MARTS_RXN_b6b1bb9e464ef7af,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,1,3
MARTS_SEQ_293978b151851f36,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_9442a3b3d263888a,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_a4728b9d500abf8e,MARTS_RXN_bcbc2819005abe22,True,True,MARTS_SEQ_464ba47f5711e5df,C5_IPP_DMAPP_like::MARTS_RXN_bcbc2819005abe22,4,4
MARTS_SEQ_0c83beb8d376c1e9,MARTS_RXN_2f66322fcd3079e5,False,True,MARTS_SEQ_29e6ce381eb50a2f,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,0,1
MARTS_SEQ_6a123e624c1d4248,MARTS_RXN_7f2bc36bf81b2ed7,True,True,MARTS_SEQ_29e6ce381eb50a2f,C15_FPP_like::MARTS_RXN_7f2bc36bf81b2ed7,0,2
MARTS_SEQ_1a24810a5c5bf0c4,MARTS_RXN_9557d9c04ed3543b,True,True,MARTS_SEQ_1a24810a5c5bf0c4,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,4,2
MARTS_SEQ_64eb88eae027cf94,MARTS_RXN_8fcc21e7d25a0888,True,True,MARTS_SEQ_64eb88eae027cf94,C20_GGPP_like::MARTS_RXN_5e756bc9af8160fa,4,1
MARTS_SEQ_0ec0194d47288fa8,MARTS_RXN_9bfd169ae97ddf61,False,False,MARTS_SEQ_0ec0194d47288fa8,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39,1,1
MARTS_SEQ_5ea69553f2007cd0,MARTS_RXN_c38237fa511c255a,False,False,MARTS_SEQ_5ea69553f2007cd0,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,2,0
MARTS_SEQ_f5f9bf96766b529c,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_f5f9bf96766b529c,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,4,2
MARTS_SEQ_f5f9bf96766b529c,MARTS_RXN_dbc26311dec1c4a3,True,False,MARTS_SEQ_f5f9bf96766b529c,C20_GGPP_like::MARTS_RXN_9710b471174e59ab,4,2
MARTS_SEQ_8c53cdeeb41dd8eb,MARTS_RXN_54f9295f8233f1ff,True,True,MARTS_SEQ_4512cadc710e79f5,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,3,0
MARTS_SEQ_daa75087fef61ac1,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_daa75087fef61ac1,C10_GPP_like::MARTS_RXN_a4e96415200ab234,3,0
MARTS_SEQ_37ae123bc29ab533,MARTS_RXN_91d7d339e1488bd0,True,True,MARTS_SEQ_37ae123bc29ab533,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,0,0
MARTS_SEQ_1d022aa79b91e3d9,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_6b54a6a5b78d553a,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
